,rsp_id,country,hh_size,remittances_yn,remesa_efectivo_uso_pct/2,exp_6months_health_USD,govt_ngo_help,health_top_priority
3994,1004,SLV,3,0,,1500.0,0,1
3995,1003,SLV,4,1,20.0,600.0,0,1
3996,1002,SLV,4,0,,300.0,0,1
3997,1001,SLV,7,0,,40.0,0,0
4000,998,SLV,8,1,,5.0,0,0
4001,997,SLV,6,1,30.0,400.0,0,0
4002,996,SLV,5,1,,400.0,0,0
4003,995,SLV,4,1,10.0,200.0,0,0
4004,994,SLV,6,1,10.0,600.0,0,1
4005,993,SLV,2,1,,300.0,0,1
4006,992,SLV,2,1,,10.0,0,0
4007,991,SLV,4,1,,2.0,0,0
4008,990,SLV,2,0,,200.0,0,0
4009,989,SLV,5,0,,20.0,0,0
4010,988,SLV,2,0,,25.0,0,0
4011,987,SLV,8,1,,200.0,0,0
4012,986,SLV,6,0,,45.0,0,0
4013,985,SLV,5,1,,60.0,0,0
4014,984,SLV,6,1,,250.0,0,0
4016,982,SLV,5,0,,100.0,0,0
4017,981,SLV,5,0,,300.0,0,0
4018,980,SLV,2,1,50.0,300.0,0,0
4019,979,SLV,3,0,,90.0,0,0
4020,978,SLV,4,0,,70.0,0,0
4022,976,SLV,5,0,,300.0,0,0
4023,975,SLV,12,0,,100.0,0,0
4025,973,SLV,0,1,,250.0,0,0
4026,972,SLV,5,0,,500.0,0,1
4028,970,SLV,5,0,,50.0,0,0
4029,969,SLV,5,1,,100.0,0,0
4031,967,SLV,3,1,,3.0,0,0
4033,965,SLV,5,0,,100.0,0,0
4035,963,SLV,7,0,,10.0,0,0
4036,962,SLV,4,0,,40.0,0,0
4037,961,SLV,4,1,,15.0,0,0
4058,940,SLV,3,0,,50.0,0,0
4207,791,SLV,3,1,25.0,25.0,0,0
4959,39,SLV,6,0,,500.0,0,0
4960,38,SLV,7,1,,20.0,0,0
4961,37,SLV,2,0,,150.0,0,0
4962,36,SLV,3,1,100.0,1200.0,0,0
4963,35,SLV,4,1,25.0,40.0,0,0
4964,34,SLV,4,0,,450.0,0,0
4967,31,SLV,3,1,,20.0,0,0
